Transaction_ID,Sale_Date,Car_Brand,Car_Model,Model_Year,Car_Type,Engine_Type,Color,Base_Price_NET,Tax_Rate (%),Tax_Amount,Total_Price_GROSS,Discount (%),Final_Price_GROSS,Customer_Age,Customer_Gender,Region,Salesperson_ID,Days_In_Inventory,Campaign_Name,Financed,Financing_Partner,Profit_Margin (%)
T0298,2024-01-21,Ford,Mondeo,2023,SUV,Diesel,Black,65755,23,15123.65,80878.65,0,80878.65,52,Female,Wroclaw,S153,120,Spring2024,Yes,BankPolska,15.34
T0299,2024-01-01,Hyundai,Santa Fe,2024,Coupe,Diesel,Black,233519,23,53709.37,287228.37,7,267122.38,29,Male,Warsaw,S194,93,AutumnSales,No,None,6.12
T0300,2024-11-11,BMW,3 Series,2021,SUV,Hybrid,Red,159414,23,36665.22,196079.22,7,182353.67,44,Female,Krakow,S119,112,AutumnSales,Yes,BankPolska,12.36
T0301,2024-10-01,Hyundai,Tucson,2021,Sedan,Hybrid,Black,143983,23,33116.09,177099.09,7,164702.15,32,Female,Warsaw,S121,56,None,No,None,13.38
T0302,2024-04-13,Volkswagen,Golf,2023,SUV,Diesel,Silver,188668,23,43393.64,232061.64,0,232061.64,54,Female,Gdansk,S194,72,AutumnSales,Yes,None,15.59
T0303,2024-05-27,Volkswagen,Passat,2020,Coupe,Electric,Blue,242283,23,55725.09,298008.08999999997,5,283107.69,25,Female,Wroclaw,S159,66,SummerDeals,No,None,7.23
T0304,2024-07-11,Ford,Kuga,2022,Hatchback,Hybrid,Black,237021,23,54514.83,291535.83,5,276959.04,57,Male,Krakow,S137,26,AutumnSales,No,None,7.48
T0305,2024-06-28,Hyundai,i30,2021,Sedan,Diesel,Black,242722,23,55826.06,298548.06,0,298548.06,59,Female,Warsaw,S135,28,None,Yes,AutoFin,18.59
T0306,2024-01-26,Hyundai,i30,2020,SUV,Petrol,White,75848,23,17445.04,93293.04000000001,7,86762.53,44,Male,Gdansk,S167,53,Spring2024,No,None,8.47
T0307,2024-02-05,Toyota,Camry,2020,Coupe,Diesel,Blue,77245,23,17766.35,95011.35,3,92161.01,60,Male,Poznan,S182,83,Spring2024,Yes,LeasingPro,7.41
T0308,2024-06-29,Hyundai,Santa Fe,2024,SUV,Electric,Gray,80714,23,18564.22,99278.22,5,94314.31,44,Male,Poznan,S176,99,WinterClearance,Yes,AutoFin,7.22
T0309,2024-07-23,Volkswagen,Tiguan,2022,Coupe,Diesel,Blue,173617,23,39931.91,213548.91,3,207142.44,61,Male,Gdansk,S109,97,SummerDeals,No,None,14.04
T0310,2024-07-21,Toyota,Corolla,2024,Sedan,Hybrid,Gray,218154,23,50175.42,268329.42,5,254912.95,63,Male,Warsaw,S111,110,AutumnSales,No,None,10.75
T0311,2024-03-13,Hyundai,i30,2021,Sedan,Petrol,Red,160222,23,36851.06,197073.06,5,187219.41,64,Male,Krakow,S106,117,AutumnSales,Yes,AutoFin,6.71
T0312,2024-01-23,Hyundai,Tucson,2022,Sedan,Petrol,Red,249012,23,57272.76,306284.76,10,275656.28,46,Female,Warsaw,S110,32,SummerDeals,No,None,7.55
T0313,2024-07-02,Volkswagen,Golf,2022,Hatchback,Diesel,White,141237,23,32484.51,173721.51,0,173721.51,45,Female,Krakow,S144,4,AutumnSales,No,None,18.68
T0314,2024-02-21,Volkswagen,Golf,2024,Hatchback,Petrol,Silver,91492,23,21043.16,112535.16,0,112535.16,49,Female,Poznan,S169,84,None,Yes,BankPolska,11.83
T0315,2024-04-15,Toyota,Corolla,2024,Hatchback,Petrol,Black,145065,23,33364.95,178429.95,0,178429.95,53,Male,Poznan,S175,93,None,No,None,5.46
T0316,2024-01-04,Ford,Focus,2024,Coupe,Hybrid,White,71967,23,16552.41,88519.41,7,82323.05,29,Male,Krakow,S119,104,None,Yes,BankPolska,19.03
T0317,2024-10-13,BMW,X5,2021,Hatchback,Electric,Silver,163194,23,37534.62,200728.62,5,190692.19,59,Female,Warsaw,S184,21,Spring2024,Yes,CreditPlus,5.42
T0318,2024-05-11,Hyundai,i30,2022,Hatchback,Hybrid,Red,141827,23,32620.21,174447.21,0,174447.21,35,Female,Krakow,S163,26,SummerDeals,Yes,CreditPlus,11.93
T0319,2024-03-15,Ford,Kuga,2023,SUV,Diesel,Blue,215740,23,49620.2,265360.2,0,265360.2,67,Male,Gdansk,S175,76,WinterClearance,Yes,CreditPlus,19.11
T0320,2024-12-03,Hyundai,Tucson,2020,Coupe,Electric,Silver,139626,23,32113.98,171739.98,5,163152.98,68,Female,Wroclaw,S112,95,None,No,None,13.05
T0321,2024-12-20,BMW,3 Series,2023,SUV,Electric,Silver,135025,23,31055.75,166080.75,7,154455.1,29,Male,Krakow,S184,100,WinterClearance,No,None,10.04
T0322,2024-05-27,Toyota,Camry,2020,Sedan,Electric,White,237855,23,54706.65,292561.65,3,283784.8,33,Male,Gdansk,S112,97,WinterClearance,Yes,BankPolska,18.22
T0323,2024-01-01,BMW,5 Series,2023,Hatchback,Diesel,Black,135651,23,31199.73,166850.73,0,166850.73,26,Male,Warsaw,S189,7,None,No,None,15.63
T0324,2024-01-30,Volkswagen,Tiguan,2024,Sedan,Electric,Silver,248879,23,57242.17,306121.17,5,290815.11,34,Male,Krakow,S175,1,SummerDeals,No,None,7.98
T0325,2024-03-01,Ford,Mondeo,2022,Coupe,Hybrid,Black,217188,23,49953.24,267141.24,7,248441.35,46,Male,Poznan,S105,54,SummerDeals,Yes,BankPolska,16.5
T0326,2024-12-13,BMW,5 Series,2021,SUV,Hybrid,Red,94372,23,21705.56,116077.56,0,116077.56,69,Female,Warsaw,S140,27,Spring2024,No,None,7.01
T0327,2024-05-02,Ford,Mondeo,2020,SUV,Petrol,Silver,244922,23,56332.06,301254.06,7,280166.28,60,Male,Krakow,S179,104,WinterClearance,No,None,6.84
T0328,2024-07-26,BMW,3 Series,2020,Hatchback,Hybrid,Blue,174182,23,40061.86,214243.86,3,207816.54,43,Female,Warsaw,S130,92,AutumnSales,Yes,LeasingPro,16.43
T0329,2024-06-07,Volkswagen,Passat,2020,Sedan,Petrol,Silver,164694,23,37879.62,202573.62,7,188393.47,28,Male,Poznan,S191,101,WinterClearance,Yes,CreditPlus,14.11
T0330,2024-10-13,Volkswagen,Golf,2023,Coupe,Diesel,White,67187,23,15453.01,82640.01,0,82640.01,37,Female,Wroclaw,S177,108,WinterClearance,No,None,18.03
T0331,2024-01-06,Toyota,RAV4,2023,Sedan,Hybrid,Blue,117993,23,27138.39,145131.39,0,145131.39,70,Female,Warsaw,S134,115,WinterClearance,No,None,16.02
T0332,2024-04-28,BMW,3 Series,2023,Hatchback,Diesel,Gray,224699,23,51680.77,276379.77,5,262560.78,34,Male,Krakow,S171,120,Spring2024,No,None,14.73
T0333,2024-11-15,BMW,X5,2024,SUV,Diesel,Silver,140706,23,32362.38,173068.38,7,160953.59,56,Male,Gdansk,S104,29,AutumnSales,Yes,AutoFin,16.91
T0334,2024-06-18,BMW,3 Series,2024,Sedan,Electric,Black,230798,23,53083.54,283881.54,0,283881.54,35,Female,Krakow,S111,111,Spring2024,Yes,LeasingPro,11.23
T0335,2024-02-15,Ford,Mondeo,2023,Sedan,Hybrid,Black,222568,23,51190.64,273758.64,7,254595.54,66,Female,Poznan,S146,96,AutumnSales,Yes,BankPolska,9.63
T0336,2024-05-29,Hyundai,Tucson,2022,Coupe,Hybrid,Gray,73955,23,17009.65,90964.65,0,90964.65,46,Female,Warsaw,S167,75,None,Yes,LeasingPro,10.11
T0337,2024-09-13,Toyota,Corolla,2022,Coupe,Hybrid,Red,180224,23,41451.52,221675.52,7,206158.23,46,Male,Krakow,S179,93,Spring2024,Yes,CreditPlus,7.08
T0338,2024-09-19,Toyota,Corolla,2020,Coupe,Diesel,Red,176166,23,40518.18,216684.18,3,210183.65,41,Female,Krakow,S131,55,AutumnSales,Yes,BankPolska,14.7
T0339,2024-03-03,Ford,Kuga,2024,Sedan,Hybrid,White,196588,23,45215.24,241803.24,7,224877.01,57,Male,Wroclaw,S160,41,Spring2024,No,None,18.41
T0340,2024-09-04,Hyundai,i30,2020,SUV,Hybrid,White,239084,23,54989.32,294073.32,7,273488.19,37,Female,Gdansk,S171,45,None,No,None,13.29
T0341,2024-03-05,Volkswagen,Golf,2021,Sedan,Electric,Gray,84789,23,19501.47,104290.47,5,99075.95,65,Female,Warsaw,S102,4,Spring2024,No,None,8.2
T0342,2024-10-30,Ford,Mondeo,2020,Hatchback,Electric,Gray,75513,23,17367.99,92880.99,7,86379.32,69,Male,Gdansk,S141,40,None,No,None,17.1
T0343,2024-01-11,Volkswagen,Tiguan,2023,SUV,Electric,Red,156429,23,35978.67,192407.66999999998,7,178939.13,52,Male,Gdansk,S177,29,None,Yes,LeasingPro,5.99
T0344,2024-07-24,BMW,5 Series,2022,Hatchback,Electric,Red,148698,23,34200.54,182898.54,10,164608.69,46,Male,Poznan,S166,115,WinterClearance,Yes,CreditPlus,16.2
T0345,2024-05-31,Ford,Mondeo,2023,Sedan,Petrol,Silver,101930,23,23443.9,125373.9,10,112836.51,48,Female,Poznan,S197,48,WinterClearance,Yes,LeasingPro,10.54
T0346,2024-08-26,Ford,Mondeo,2020,SUV,Petrol,Gray,133347,23,30669.81,164016.81,3,159096.31,26,Female,Gdansk,S170,101,Spring2024,No,None,19.93
T0347,2024-11-13,Hyundai,Tucson,2020,SUV,Electric,Silver,66123,23,15208.29,81331.29000000001,5,77264.73,35,Female,Wroclaw,S186,108,SummerDeals,Yes,None,15.8
T0348,2024-04-28,Ford,Mondeo,2022,Hatchback,Electric,Red,110826,23,25489.98,136315.98,0,136315.98,30,Female,Wroclaw,S112,48,Spring2024,No,None,8.39
T0349,2024-03-09,Ford,Focus,2020,Coupe,Hybrid,Blue,113337,23,26067.51,139404.51,10,125464.06,29,Male,Wroclaw,S177,31,SummerDeals,No,None,9.67
T0350,2024-08-19,Toyota,Corolla,2022,SUV,Hybrid,Silver,81879,23,18832.17,100711.17,0,100711.17,43,Female,Krakow,S135,112,AutumnSales,Yes,BankPolska,10.52
T0351,2024-02-14,Volkswagen,Tiguan,2021,Sedan,Diesel,Silver,70945,23,16317.35,87262.35,7,81153.99,29,Female,Krakow,S112,37,AutumnSales,No,None,14.7
T0352,2024-05-02,BMW,X5,2023,Sedan,Hybrid,White,145514,23,33468.22,178982.22,5,170033.11,43,Male,Poznan,S162,77,Spring2024,Yes,LeasingPro,5.93
T0353,2024-11-05,Volkswagen,Passat,2020,Coupe,Hybrid,Gray,128041,23,29449.43,157490.43,3,152765.72,35,Male,Warsaw,S195,98,Spring2024,Yes,CreditPlus,9.62
T0354,2024-09-15,Hyundai,Santa Fe,2024,Hatchback,Hybrid,Red,71024,23,16335.52,87359.52,7,81244.35,53,Male,Krakow,S179,54,Spring2024,No,None,8.58
T0355,2024-06-20,Ford,Mondeo,2023,Coupe,Hybrid,Blue,165160,23,37986.8,203146.8,0,203146.8,47,Male,Poznan,S137,81,Spring2024,Yes,CreditPlus,14.6
T0356,2024-07-23,Ford,Kuga,2021,Sedan,Diesel,Red,92692,23,21319.16,114011.16,0,114011.16,25,Female,Gdansk,S185,91,WinterClearance,No,None,17.58
T0357,2024-08-27,Hyundai,Santa Fe,2023,Sedan,Diesel,Black,189497,23,43584.31,233081.31,5,221427.24,42,Female,Warsaw,S100,12,SummerDeals,Yes,LeasingPro,18.98
T0358,2024-08-08,Volkswagen,Passat,2021,Coupe,Electric,Blue,132914,23,30570.22,163484.22,3,158579.69,63,Male,Krakow,S150,108,None,No,None,11.25
T0359,2024-11-13,Toyota,Corolla,2023,Hatchback,Hybrid,White,190186,23,43742.78,233928.78,7,217553.77,47,Male,Krakow,S130,85,AutumnSales,No,None,11.31
T0360,2024-03-26,Hyundai,Tucson,2020,Hatchback,Hybrid,Blue,212344,23,48839.12,261183.12,10,235064.81,65,Female,Poznan,S147,14,WinterClearance,No,None,15.27
T0361,2024-09-20,Toyota,Camry,2024,SUV,Diesel,Silver,214737,23,49389.51,264126.51,3,256202.71,57,Female,Poznan,S141,88,AutumnSales,No,None,15.12
T0362,2024-12-28,Ford,Mondeo,2022,Hatchback,Electric,White,78404,23,18032.92,96436.92,3,93543.81,64,Female,Warsaw,S153,59,WinterClearance,Yes,CreditPlus,11.64
T0363,2024-06-04,Hyundai,Santa Fe,2024,Sedan,Hybrid,Black,76629,23,17624.67,94253.67,0,94253.67,60,Male,Gdansk,S153,3,WinterClearance,No,None,10.71
T0364,2024-04-15,BMW,5 Series,2020,Sedan,Petrol,Gray,195450,23,44953.5,240403.5,0,240403.5,54,Male,Warsaw,S192,62,SummerDeals,Yes,AutoFin,11.59
T0365,2024-12-21,Toyota,RAV4,2024,SUV,Hybrid,White,204419,23,47016.37,251435.37,3,243892.31,63,Male,Poznan,S182,96,WinterClearance,Yes,CreditPlus,8.41
T0366,2024-09-30,Volkswagen,Tiguan,2020,Sedan,Electric,Gray,172755,23,39733.65,212488.65,3,206113.99,25,Female,Gdansk,S170,38,AutumnSales,No,None,8.44
T0367,2024-03-18,Ford,Kuga,2020,SUV,Diesel,Silver,155981,23,35875.63,191856.63,0,191856.63,53,Male,Gdansk,S106,82,WinterClearance,Yes,LeasingPro,19.26
T0368,2024-06-12,Volkswagen,Tiguan,2021,Hatchback,Petrol,Black,79512,23,18287.76,97799.76,7,90953.78,50,Female,Krakow,S188,87,None,No,None,12.18
T0369,2024-12-11,Ford,Kuga,2021,Sedan,Hybrid,White,153749,23,35362.27,189111.27,7,175873.48,49,Male,Wroclaw,S165,87,WinterClearance,No,None,14.65
T0370,2024-10-21,BMW,3 Series,2024,Hatchback,Hybrid,Silver,233432,23,53689.36,287121.36,3,278507.72,37,Male,Gdansk,S131,102,WinterClearance,Yes,LeasingPro,9.3
T0371,2024-09-19,Hyundai,Santa Fe,2023,SUV,Petrol,Blue,187650,23,43159.5,230809.5,5,219269.02,55,Female,Gdansk,S139,67,SummerDeals,Yes,LeasingPro,15.69
T0372,2024-05-27,Toyota,RAV4,2023,SUV,Electric,Blue,96983,23,22306.09,119289.09,5,113324.64,48,Female,Wroclaw,S110,5,SummerDeals,Yes,CreditPlus,19.86
T0373,2024-09-02,Hyundai,i30,2022,Coupe,Electric,Black,245862,23,56548.26,302410.26,0,302410.26,67,Female,Poznan,S169,36,SummerDeals,No,None,8.46
T0374,2024-06-10,Hyundai,Tucson,2020,Hatchback,Hybrid,Blue,80272,23,18462.56,98734.56,5,93797.83,46,Male,Gdansk,S160,96,Spring2024,No,None,8.03
T0375,2024-09-21,Ford,Mondeo,2020,Sedan,Diesel,Black,209804,23,48254.92,258058.91999999998,3,250317.15,28,Female,Poznan,S117,116,WinterClearance,No,None,9.91
T0376,2024-10-31,Ford,Focus,2022,Coupe,Electric,White,89252,23,20527.96,109779.95999999999,0,109779.96,50,Male,Warsaw,S163,119,SummerDeals,No,None,17.96
T0377,2024-03-14,Volkswagen,Passat,2023,SUV,Petrol,Silver,79733,23,18338.59,98071.59,7,91206.58,61,Male,Poznan,S193,58,AutumnSales,No,None,7.97
T0378,2024-05-22,BMW,5 Series,2021,Sedan,Hybrid,Red,62447,23,14362.81,76809.81,10,69128.83,33,Female,Poznan,S103,1,Spring2024,No,None,12.55
T0379,2024-06-24,Ford,Kuga,2022,Coupe,Diesel,Blue,194869,23,44819.87,239688.87,7,222910.65,58,Female,Gdansk,S101,36,AutumnSales,No,None,12.25
T0380,2024-05-15,BMW,5 Series,2023,Sedan,Petrol,Red,70130,23,16129.9,86259.9,0,86259.9,39,Female,Warsaw,S163,45,SummerDeals,Yes,AutoFin,9.18
T0381,2024-07-11,Volkswagen,Passat,2023,Sedan,Petrol,Black,194794,23,44802.62,239596.62,7,222824.86,70,Male,Krakow,S129,30,SummerDeals,Yes,CreditPlus,6.81
T0382,2024-03-17,BMW,X5,2024,Sedan,Diesel,Black,113163,23,26027.49,139190.49,7,129447.16,57,Female,Wroclaw,S132,83,SummerDeals,Yes,LeasingPro,8.17
T0383,2024-09-24,BMW,X5,2021,Coupe,Diesel,Blue,174067,23,40035.41,214102.41,7,199115.24,31,Female,Wroclaw,S131,60,SummerDeals,No,None,17.38
T0384,2024-02-22,Hyundai,i30,2022,SUV,Petrol,Black,229068,23,52685.64,281753.64,3,273301.03,67,Female,Wroclaw,S141,36,Spring2024,No,None,14.26
T0385,2024-07-02,BMW,3 Series,2021,Sedan,Petrol,Black,130706,23,30062.38,160768.38,0,160768.38,58,Male,Krakow,S184,55,WinterClearance,No,None,16.9
T0386,2024-09-02,Hyundai,i30,2024,Coupe,Hybrid,Black,154424,23,35517.52,189941.52,10,170947.37,57,Male,Wroclaw,S196,111,Spring2024,No,None,14.86
T0387,2024-08-06,Hyundai,i30,2024,Hatchback,Petrol,Blue,151099,23,34752.77,185851.77,10,167266.59,48,Female,Gdansk,S141,90,None,Yes,None,14.35
T0388,2024-04-17,Hyundai,i30,2021,Coupe,Hybrid,Silver,164267,23,37781.41,202048.41,10,181843.57,50,Female,Wroclaw,S197,115,None,No,None,17.96
T0389,2024-04-29,Toyota,Camry,2023,Coupe,Hybrid,Blue,182505,23,41976.15,224481.15,10,202033.04,35,Female,Wroclaw,S168,111,None,Yes,None,14.19
T0390,2024-01-21,BMW,5 Series,2024,Coupe,Hybrid,Red,122826,23,28249.98,151075.98,7,140500.66,34,Male,Gdansk,S128,120,None,No,None,11.29
T0391,2024-12-07,BMW,3 Series,2020,Hatchback,Electric,White,112731,23,25928.13,138659.13,5,131726.17,68,Male,Wroclaw,S142,45,WinterClearance,Yes,BankPolska,6.36
T0392,2024-05-28,BMW,X5,2024,Sedan,Diesel,Black,64891,23,14924.93,79815.93,0,79815.93,33,Male,Wroclaw,S184,46,AutumnSales,Yes,LeasingPro,18.38
T0393,2024-07-05,Hyundai,Tucson,2022,SUV,Petrol,Black,106393,23,24470.39,130863.39,3,126937.49,28,Male,Krakow,S126,18,SummerDeals,Yes,BankPolska,15.8
T0394,2024-05-26,Hyundai,Santa Fe,2022,SUV,Petrol,Gray,187203,23,43056.69,230259.69,3,223351.9,51,Female,Gdansk,S136,10,WinterClearance,Yes,CreditPlus,11.98
T0395,2024-06-17,Hyundai,i30,2023,Coupe,Petrol,Silver,99822,23,22959.06,122781.06,10,110502.95,64,Female,Wroclaw,S196,93,SummerDeals,No,None,19.58
T0396,2024-08-13,Volkswagen,Tiguan,2020,Hatchback,Diesel,Gray,136575,23,31412.25,167987.25,7,156228.14,64,Female,Wroclaw,S164,34,SummerDeals,No,None,10.8
T0397,2024-05-13,Toyota,RAV4,2024,Hatchback,Electric,Blue,205990,23,47377.7,253367.7,0,253367.7,39,Female,Wroclaw,S128,24,Spring2024,No,None,5.41
T0398,2024-10-23,Toyota,Camry,2023,Coupe,Petrol,Blue,224473,23,51628.79,276101.79,3,267818.74,64,Male,Krakow,S190,36,WinterClearance,Yes,AutoFin,18.65
T0399,2024-06-30,Ford,Kuga,2023,Sedan,Hybrid,Gray,184425,23,42417.75,226842.75,3,220037.47,63,Male,Krakow,S124,66,None,No,None,15.19
T0400,2024-07-20,Toyota,Camry,2020,Coupe,Hybrid,Black,225479,23,51860.17,277339.17,5,263472.21,63,Male,Warsaw,S180,85,WinterClearance,No,None,15.76
T0401,2024-08-11,Volkswagen,Tiguan,2021,SUV,Hybrid,Silver,110902,23,25507.46,136409.46,5,129588.99,39,Male,Poznan,S128,76,WinterClearance,Yes,None,8.55
T0402,2024-03-27,Ford,Kuga,2020,Hatchback,Diesel,Blue,166831,23,38371.13,205202.13,5,194942.02,38,Male,Gdansk,S195,73,None,No,None,19.32
T0403,2024-09-04,Ford,Mondeo,2021,SUV,Petrol,Gray,97390,23,22399.7,119789.7,10,107810.73,26,Male,Poznan,S149,87,Spring2024,No,None,9.21
T0404,2024-10-31,Hyundai,Santa Fe,2022,Coupe,Hybrid,Red,155661,23,35802.03,191463.03,7,178060.62,52,Female,Wroclaw,S143,88,WinterClearance,Yes,None,12.73
T0405,2024-10-14,Hyundai,i30,2021,Coupe,Electric,White,248380,23,57127.4,305507.4,0,305507.4,35,Female,Wroclaw,S117,94,WinterClearance,Yes,LeasingPro,12.98
T0406,2024-08-26,BMW,X5,2023,Sedan,Hybrid,Black,186616,23,42921.68,229537.68,7,213470.04,55,Male,Warsaw,S176,8,SummerDeals,No,None,11.19
T0407,2024-01-18,Ford,Focus,2022,Sedan,Diesel,Silver,226804,23,52164.92,278968.92,10,251072.03,67,Female,Gdansk,S166,32,Spring2024,Yes,LeasingPro,17.99
T0408,2024-10-26,Toyota,Corolla,2023,Coupe,Electric,Silver,106455,23,24484.65,130939.65,10,117845.68,62,Male,Gdansk,S171,76,Spring2024,Yes,LeasingPro,8.12
T0409,2024-06-26,Volkswagen,Tiguan,2021,Sedan,Diesel,Red,70167,23,16138.41,86305.41,10,77674.87,33,Male,Wroclaw,S152,76,SummerDeals,Yes,LeasingPro,9.16
T0410,2024-11-09,Ford,Focus,2022,SUV,Hybrid,Silver,112456,23,25864.88,138320.88,10,124488.79,58,Male,Krakow,S160,29,AutumnSales,No,None,5.77
T0411,2024-06-08,BMW,5 Series,2021,Hatchback,Electric,Black,103299,23,23758.77,127057.77,10,114351.99,51,Female,Poznan,S179,1,None,Yes,LeasingPro,10.48
T0412,2024-03-01,Hyundai,i30,2024,Coupe,Diesel,Gray,215686,23,49607.78,265293.78,10,238764.4,55,Female,Warsaw,S142,33,WinterClearance,Yes,None,8.22
T0413,2024-12-15,Hyundai,Tucson,2022,Coupe,Electric,Gray,145884,23,33553.32,179437.32,7,166876.71,43,Female,Gdansk,S124,28,WinterClearance,Yes,LeasingPro,5.98
T0414,2024-03-26,Volkswagen,Passat,2020,Sedan,Hybrid,Silver,239887,23,55174.01,295061.01,5,280307.96,26,Male,Gdansk,S128,41,AutumnSales,No,None,19.16
T0415,2024-10-11,Hyundai,Tucson,2022,Coupe,Diesel,Silver,188072,23,43256.56,231328.56,7,215135.56,67,Female,Wroclaw,S195,95,AutumnSales,No,None,12.91
T0416,2024-12-30,Toyota,Camry,2020,Sedan,Petrol,White,194256,23,44678.88,238934.88,0,238934.88,28,Female,Gdansk,S127,61,None,No,None,8.18
T0417,2024-11-15,Volkswagen,Tiguan,2023,Coupe,Diesel,Red,192445,23,44262.35,236707.35,7,220137.84,48,Male,Gdansk,S190,100,SummerDeals,Yes,AutoFin,9.17
T0418,2024-02-09,Toyota,Corolla,2021,Sedan,Hybrid,Blue,126927,23,29193.21,156120.21,0,156120.21,53,Female,Poznan,S111,6,SummerDeals,No,None,15.47
T0419,2024-05-05,Hyundai,Santa Fe,2022,Sedan,Diesel,Gray,213896,23,49196.08,263092.08,3,255199.32,69,Male,Poznan,S197,105,None,Yes,LeasingPro,12.43
T0420,2024-02-05,Volkswagen,Golf,2023,SUV,Petrol,Black,149184,23,34312.32,183496.32,5,174321.5,35,Female,Gdansk,S186,71,None,No,None,11.73
T0421,2024-12-26,Ford,Mondeo,2021,Sedan,Petrol,Black,60784,23,13980.32,74764.32,5,71026.1,27,Female,Poznan,S181,93,WinterClearance,Yes,CreditPlus,14.34
T0422,2024-03-05,Toyota,Camry,2022,Coupe,Diesel,Silver,184439,23,42420.97,226859.97,7,210979.77,31,Female,Krakow,S177,17,SummerDeals,Yes,LeasingPro,17.24
T0423,2024-04-15,Hyundai,Santa Fe,2024,Coupe,Petrol,Red,216644,23,49828.12,266472.12,0,266472.12,28,Male,Warsaw,S143,83,AutumnSales,Yes,None,7.58
T0424,2024-05-23,Ford,Kuga,2022,Hatchback,Hybrid,Black,241187,23,55473.01,296660.01,0,296660.01,64,Female,Wroclaw,S174,3,None,Yes,BankPolska,14.75
T0425,2024-09-12,BMW,5 Series,2021,Coupe,Hybrid,Black,135508,23,31166.84,166674.84,5,158341.1,43,Female,Gdansk,S121,63,AutumnSales,No,None,9.84
T0426,2024-11-25,Volkswagen,Tiguan,2020,Coupe,Hybrid,Gray,186838,23,42972.74,229810.74,7,213723.99,62,Male,Gdansk,S106,25,Spring2024,No,None,19.23
T0427,2024-12-22,Toyota,RAV4,2021,Sedan,Petrol,Blue,239506,23,55086.38,294592.38,5,279862.76,70,Male,Krakow,S126,112,Spring2024,Yes,AutoFin,16.15
T0428,2024-02-11,Toyota,Corolla,2022,Coupe,Diesel,Silver,145675,23,33505.25,179180.25,0,179180.25,45,Male,Wroclaw,S144,35,SummerDeals,Yes,CreditPlus,16.12
T0429,2024-11-05,BMW,3 Series,2021,Hatchback,Petrol,Black,200853,23,46196.19,247049.19,3,239637.71,32,Female,Poznan,S146,35,Spring2024,No,None,6.24
T0430,2024-11-23,Volkswagen,Passat,2023,SUV,Hybrid,Red,60023,23,13805.29,73828.29000000001,5,70136.88,50,Female,Poznan,S173,33,AutumnSales,No,None,11.34
T0431,2024-04-21,Hyundai,Santa Fe,2023,SUV,Petrol,Silver,124324,23,28594.52,152918.52,0,152918.52,39,Female,Warsaw,S130,115,Spring2024,Yes,BankPolska,19.37
T0432,2024-02-01,BMW,5 Series,2022,Hatchback,Petrol,Gray,194825,23,44809.75,239634.75,7,222860.32,29,Male,Warsaw,S153,90,WinterClearance,No,None,11.02
T0433,2024-02-03,Toyota,RAV4,2024,Sedan,Electric,Red,127220,23,29260.6,156480.6,3,151786.18,57,Male,Wroclaw,S113,7,WinterClearance,Yes,BankPolska,6.77
T0434,2024-05-06,Ford,Kuga,2023,Hatchback,Hybrid,Black,177012,23,40712.76,217724.76,0,217724.76,37,Female,Gdansk,S182,104,Spring2024,Yes,BankPolska,17.44
T0435,2024-04-21,BMW,5 Series,2021,Coupe,Hybrid,Gray,131917,23,30340.91,162257.91,0,162257.91,44,Female,Gdansk,S131,36,AutumnSales,Yes,CreditPlus,6.95
T0436,2024-03-12,Toyota,Camry,2020,Sedan,Diesel,White,133682,23,30746.86,164428.86,3,159495.99,66,Female,Warsaw,S138,14,WinterClearance,Yes,CreditPlus,13.95
T0437,2024-06-07,Hyundai,Santa Fe,2020,Sedan,Hybrid,Silver,208683,23,47997.09,256680.09,0,256680.09,53,Female,Poznan,S186,13,SummerDeals,No,None,19.55
T0438,2024-09-22,Hyundai,Santa Fe,2020,SUV,Electric,White,210207,23,48347.61,258554.61,10,232699.15,39,Male,Wroclaw,S111,113,None,No,None,18.42
T0439,2024-02-24,BMW,3 Series,2022,Coupe,Petrol,Red,152538,23,35083.74,187621.74,7,174488.22,47,Female,Warsaw,S177,120,SummerDeals,Yes,LeasingPro,7.39
T0440,2024-09-23,Volkswagen,Golf,2021,Hatchback,Electric,Silver,242413,23,55754.99,298167.99,0,298167.99,59,Male,Poznan,S142,92,WinterClearance,No,None,8.65
T0441,2024-11-23,BMW,5 Series,2024,Coupe,Electric,Silver,216089,23,49700.47,265789.47,10,239210.52,42,Female,Wroclaw,S115,33,WinterClearance,No,None,6.61
T0442,2024-12-25,Toyota,Corolla,2022,Sedan,Petrol,Red,144903,23,33327.69,178230.69,7,165754.54,50,Female,Warsaw,S179,61,None,Yes,None,15.2
T0443,2024-11-28,Volkswagen,Passat,2024,SUV,Electric,Gray,228947,23,52657.81,281604.81,0,281604.81,54,Male,Wroclaw,S119,29,SummerDeals,No,None,12.02
T0444,2024-02-11,Ford,Kuga,2021,Hatchback,Diesel,Blue,185484,23,42661.32,228145.32,0,228145.32,28,Female,Krakow,S192,57,WinterClearance,Yes,BankPolska,6.39
T0445,2024-01-18,Volkswagen,Passat,2022,Hatchback,Hybrid,Blue,82479,23,18970.17,101449.17,0,101449.17,56,Female,Gdansk,S147,55,WinterClearance,No,None,14.62
T0446,2024-12-25,Volkswagen,Passat,2020,Hatchback,Hybrid,Silver,138427,23,31838.21,170265.21,3,165157.25,61,Male,Gdansk,S150,105,None,No,None,14.4
